Rank,Major,Degree Type,Early Career Pay,Mid-Career Pay,% High Meaning
Rank:1,Major:Petroleum Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:98100,MidCareer Pay:212100
Rank:2,Major:Operations Research & Industrial Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:101200,MidCareer Pay:202600
Rank:3,Major:Electrical Engineering & Computer Science (EECS),Bachelors,Degree Type:Bachelors,Early Career Pay:128500,MidCareer Pay:192300
Rank:4,Major:Interaction Design,Bachelors,Degree Type:Bachelors,Early Career Pay:77400,MidCareer Pay:178800
Rank:5,Major:Building Science,Bachelors,Degree Type:Bachelors,Early Career Pay:71100,MidCareer Pay:172400
Rank:6,Major:Applied Economics and Management,Bachelors,Degree Type:Bachelors,Early Career Pay:81200,MidCareer Pay:169300
Rank:7,Major:Actuarial Mathematics,Bachelors,Degree Type:Bachelors,Early Career Pay:71200,MidCareer Pay:167500
Rank:8,Major:Optical Science & Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:81500,MidCareer Pay:166400
Rank:9,Major:Quantitative Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:78400,MidCareer Pay:165100
Rank:10,Major:Operations Research,Bachelors,Degree Type:Bachelors,Early Career Pay:94900,MidCareer Pay:164900
Rank:11,Major:Systems Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:89700,MidCareer Pay:163800
Rank:12,Major:Information & Computer Science,Bachelors,Degree Type:Bachelors,Early Career Pay:73200,MidCareer Pay:162900
Rank:13,Major:Public Accounting,Bachelors,Degree Type:Bachelors,Early Career Pay:71500,MidCareer Pay:162200
Rank:14,Major:Cognitive Science,Bachelors,Degree Type:Bachelors,Early Career Pay:80300,MidCareer Pay:162100
Rank:15,Major:Aeronautics & Astronautics,Bachelors,Degree Type:Bachelors,Early Career Pay:89800,MidCareer Pay:161600
Rank:16,Major:Aerospace Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:64500,MidCareer Pay:158400
Rank:17,Major:Pharmacy,Bachelors,Degree Type:Bachelors,Early Career Pay:71500,MidCareer Pay:158000
Rank:18,Major:Managerial Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:78200,MidCareer Pay:157800
Rank:19,Major:Foreign Affairs,Bachelors,Degree Type:Bachelors,Early Career Pay:65200,MidCareer Pay:157700
Rank:20,Major:Political Economy,Bachelors,Degree Type:Bachelors,Early Career Pay:75800,MidCareer Pay:156700
Rank:21,Major:Chemical Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:87700,MidCareer Pay:156100
Rank:21,Major:Marine Transportation Management,Bachelors,Degree Type:Bachelors,Early Career Pay:78500,MidCareer Pay:156100
Rank:23,Major:Computer Science (CS) & Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:93500,MidCareer Pay:154100
Rank:24,Major:Corporate Accounting & Finance,Bachelors,Degree Type:Bachelors,Early Career Pay:79100,MidCareer Pay:154000
Rank:25,Major:Computer Engineering (CE),Bachelors,Degree Type:Bachelors,Early Career Pay:92000,MidCareer Pay:153800
Rank:26,Major:Electrical Power Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:87200,MidCareer Pay:152700
Rank:27,Major:Marine Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:89400,MidCareer Pay:151800
Rank:28,Major:Electrical & Computer Engineering (ECE),Bachelors,Degree Type:Bachelors,Early Career Pay:91100,MidCareer Pay:151300
Rank:29,Major:Econometrics,Bachelors,Degree Type:Bachelors,Early Career Pay:74200,MidCareer Pay:150900
Rank:30,Major:Actuarial Science,Bachelors,Degree Type:Bachelors,Early Career Pay:78500,MidCareer Pay:150000
Rank:30,Major:Astronomy,Bachelors,Degree Type:Bachelors,Early Career Pay:77000,MidCareer Pay:150000
Rank:32,Major:Mechatronics,Bachelors,Degree Type:Bachelors,Early Career Pay:83300,MidCareer Pay:148600
Rank:33,Major:Computational & Applied Mathematics,Bachelors,Degree Type:Bachelors,Early Career Pay:88200,MidCareer Pay:148200
Rank:33,Major:Construction Engineering Management,Bachelors,Degree Type:Bachelors,Early Career Pay:81700,MidCareer Pay:148200
Rank:35,Major:Aeronautical Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:86500,MidCareer Pay:147200
Rank:35,Major:Electrical Engineering (EE),Bachelors,Degree Type:Bachelors,Early Career Pay:87500,MidCareer Pay:147200
Rank:37,Major:Naval Architecture & Marine Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:85300,MidCareer Pay:147000
Rank:38,Major:Instrumentation & Control Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:83800,MidCareer Pay:146600
Rank:38,Major:Ocean Engineering (OE),Bachelors,Degree Type:Bachelors,Early Career Pay:80300,MidCareer Pay:146600
Rank:40,Major:Electrical & Electronics Engineering (EEE),Bachelors,Degree Type:Bachelors,Early Career Pay:86300,MidCareer Pay:146400
Rank:41,Major:Quantitative Business Analysis,Bachelors,Degree Type:Bachelors,Early Career Pay:86300,MidCareer Pay:145000
Rank:42,Major:Computer Science (CS) & Mathematics,Bachelors,Degree Type:Bachelors,Early Career Pay:82800,MidCareer Pay:144900
Rank:43,Major:Engineering Physics,Bachelors,Degree Type:Bachelors,Early Career Pay:80900,MidCareer Pay:144500
Rank:44,Major:Bioscience,Bachelors,Degree Type:Bachelors,Early Career Pay:61700,MidCareer Pay:144400
Rank:45,Major:Computer Science (CS),Bachelors,Degree Type:Bachelors,Early Career Pay:88400,MidCareer Pay:143900
Rank:46,Major:Jazz Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:63800,MidCareer Pay:143600
Rank:47,Major:Aeronautical/Aerospace Engineering Technology,Bachelors,Degree Type:Bachelors,Early Career Pay:84500,MidCareer Pay:142500
Rank:48,Major:Bioengineering (BioE),Bachelors,Degree Type:Bachelors,Early Career Pay:81900,MidCareer Pay:142100
Rank:49,Major:Management Science,Bachelors,Degree Type:Bachelors,Early Career Pay:75500,MidCareer Pay:141900
Rank:50,Major:Aerospace Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:85900,MidCareer Pay:141800
Rank:51,Major:Information Management,Bachelors,Degree Type:Bachelors,Early Career Pay:71000,MidCareer Pay:141400
Rank:52,Major:Metallurgical Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:93200,MidCareer Pay:141300
Rank:53,Major:Applied Mathematics,Bachelors,Degree Type:Bachelors,Early Career Pay:79900,MidCareer Pay:141100
Rank:53,Major:Operations Management & Information Systems,Bachelors,Degree Type:Bachelors,Early Career Pay:78400,MidCareer Pay:141100
Rank:55,Major:Chemical & Biomolecular Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:88300,MidCareer Pay:140900
Rank:56,Major:Mechanical & Aeronautical Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:84200,MidCareer Pay:140600
Rank:57,Major:Materials Science,Bachelors,Degree Type:Bachelors,Early Career Pay:79000,MidCareer Pay:140200
Rank:58,Major:Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:80000,MidCareer Pay:140000
Rank:59,Major:Energy Management,Bachelors,Degree Type:Bachelors,Early Career Pay:69700,MidCareer Pay:139900
Rank:60,Major:Industrial & Systems Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:84500,MidCareer Pay:139600
Rank:61,Major:Materials Science & Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:83700,MidCareer Pay:139300
Rank:62,Major:Biomedical Engineering (BME),Bachelors,Degree Type:Bachelors,Early Career Pay:83000,MidCareer Pay:139000
Rank:63,Major:Welding Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:89200,MidCareer Pay:138700
Rank:64,Major:Mining Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:87400,MidCareer Pay:138600
Rank:65,Major:Engineering Science,Bachelors,Degree Type:Bachelors,Early Career Pay:79300,MidCareer Pay:138500
Rank:65,Major:Industrial Hygiene,Bachelors,Degree Type:Bachelors,Early Career Pay:66700,MidCareer Pay:138500
Rank:65,Major:Nuclear Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:86900,MidCareer Pay:138500
Rank:68,Major:Paper Science,Bachelors,Degree Type:Bachelors,Early Career Pay:87400,MidCareer Pay:138000
Rank:69,Major:Industrial Engineering (IE),Bachelors,Degree Type:Bachelors,Early Career Pay:83000,MidCareer Pay:137800
Rank:70,Major:Robotics & Automation,Bachelors,Degree Type:Bachelors,Early Career Pay:74700,MidCareer Pay:137700
Rank:70,Major:Physics,Bachelors,Degree Type:Bachelors,Early Career Pay:77900,MidCareer Pay:137700
Rank:72,Major:Integrated Science & Technology,Bachelors,Degree Type:Bachelors,Early Career Pay:73700,MidCareer Pay:137300
Rank:73,Major:Business Analysis,Bachelors,Degree Type:Bachelors,Early Career Pay:73100,MidCareer Pay:137000
Rank:74,Major:Business & Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:69000,MidCareer Pay:136700
Rank:74,Major:Economics and Mathematics,Bachelors,Degree Type:Bachelors,Early Career Pay:79800,MidCareer Pay:136700
Rank:76,Major:Software Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:86800,MidCareer Pay:136600
Rank:77,Major:Computer & Information Science,Bachelors,Degree Type:Bachelors,Early Career Pay:78500,MidCareer Pay:135600
Rank:78,Major:Global & International Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:62300,MidCareer Pay:135100
Rank:79,Major:Entrepreneurship & Marketing,Bachelors,Degree Type:Bachelors,Early Career Pay:66100,MidCareer Pay:134800
Rank:80,Major:International Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:66200,MidCareer Pay:134500
Rank:80,Major:Materials Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:83700,MidCareer Pay:134500
Rank:82,Major:Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:72900,MidCareer Pay:134200
Rank:82,Major:Environmental Health & Safety Management,Bachelors,Degree Type:Bachelors,Early Career Pay:69500,MidCareer Pay:134200
Rank:84,Major:Interactive Media Design,Bachelors,Degree Type:Bachelors,Early Career Pay:62400,MidCareer Pay:134100
Rank:85,Major:Mechanical Engineering (ME),Bachelors,Degree Type:Bachelors,Early Career Pay:82000,MidCareer Pay:133700
Rank:85,Major:Packaging Science,Bachelors,Degree Type:Bachelors,Early Career Pay:80700,MidCareer Pay:133700
Rank:87,Major:Management Information Systems (MIS),Bachelors,Degree Type:Bachelors,Early Career Pay:76300,MidCareer Pay:133400
Rank:88,Major:Ceramic Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:78700,MidCareer Pay:133200
Rank:88,Major:Structural Engineering (SE),Bachelors,Degree Type:Bachelors,Early Career Pay:79000,MidCareer Pay:133200
Rank:90,Major:Telecommunications Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:81400,MidCareer Pay:132800
Rank:91,Major:Construction Project Management,Bachelors,Degree Type:Bachelors,Early Career Pay:71500,MidCareer Pay:132500
Rank:92,Major:Finance & Real Estate,Bachelors,Degree Type:Bachelors,Early Career Pay:75700,MidCareer Pay:132100
Rank:93,Major:Electronics Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:81500,MidCareer Pay:131700
Rank:94,Major:Automotive Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:76600,MidCareer Pay:131600
Rank:95,Major:Plastics Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:81500,MidCareer Pay:131000
Rank:95,Major:Mathematics & Statistics,Bachelors,Degree Type:Bachelors,Early Career Pay:74400,MidCareer Pay:131000
Rank:97,Major:Information & Decision Sciences,Bachelors,Degree Type:Bachelors,Early Career Pay:75400,MidCareer Pay:130000
Rank:98,Major:Mechanical,Bachelors,Degree Type:Bachelors,Early Career Pay:82200,MidCareer Pay:129900
Rank:99,Major:Applied Physics,Bachelors,Degree Type:Bachelors,Early Career Pay:78700,MidCareer Pay:129800
Rank:100,Major:Building Construction (BC),Bachelors,Degree Type:Bachelors,Early Career Pay:75500,MidCareer Pay:129700
Rank:101,Major:Accounting & Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:76700,MidCareer Pay:129100
Rank:102,Major:Psychobiology,Bachelors,Degree Type:Bachelors,Early Career Pay:60500,MidCareer Pay:128600
Rank:103,Major:Astrophysics,Bachelors,Degree Type:Bachelors,Early Career Pay:81600,MidCareer Pay:128300
Rank:103,Major:Financial Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:73200,MidCareer Pay:128300
Rank:105,Major:International Business & Finance,Bachelors,Degree Type:Bachelors,Early Career Pay:71500,MidCareer Pay:128100
Rank:106,Major:Computing & Information Systems (CIS),Bachelors,Degree Type:Bachelors,Early Career Pay:70900,MidCareer Pay:127700
Rank:107,Major:Asian Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:54800,MidCareer Pay:127500
Rank:108,Major:Government,Bachelors,Degree Type:Bachelors,Early Career Pay:65800,MidCareer Pay:127400
Rank:108,Major:Nuclear Engineering Technology (NET),Bachelors,Degree Type:Bachelors,Early Career Pay:96500,MidCareer Pay:127400
Rank:108,Major:Finance & Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:72400,MidCareer Pay:127400
Rank:111,Major:Marketing & International Business,Bachelors,Degree Type:Bachelors,Early Career Pay:62100,MidCareer Pay:127200
Rank:112,Major:Biochemistry & Molecular Biology,Bachelors,Degree Type:Bachelors,Early Career Pay:64000,MidCareer Pay:127000
Rank:112,Major:Information Systems Management,Bachelors,Degree Type:Bachelors,Early Career Pay:72600,MidCareer Pay:127000
Rank:114,Major:Business Information Systems,Bachelors,Degree Type:Bachelors,Early Career Pay:75500,MidCareer Pay:126600
Rank:114,Major:Mathematics,Bachelors,Degree Type:Bachelors,Early Career Pay:74900,MidCareer Pay:126600
Rank:116,Major:Information Security & Assurance,Bachelors,Degree Type:Bachelors,Early Career Pay:70600,MidCareer Pay:126400
Rank:117,Major:Civil Engineering (CE),Bachelors,Degree Type:Bachelors,Early Career Pay:75800,MidCareer Pay:126100
Rank:118,Major:Construction Management,Bachelors,Degree Type:Bachelors,Early Career Pay:74200,MidCareer Pay:125900
Rank:119,Major:Polymer Science & Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:86100,MidCareer Pay:125800
Rank:120,Major:International Management,Bachelors,Degree Type:Bachelors,Early Career Pay:67500,MidCareer Pay:125700
Rank:121,Major:Applied Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:71900,MidCareer Pay:125600
Rank:121,Major:Construction Science,Bachelors,Degree Type:Bachelors,Early Career Pay:79800,MidCareer Pay:125600
Rank:121,Major:Economics & Political Science,Bachelors,Degree Type:Bachelors,Early Career Pay:66100,MidCareer Pay:125600
Rank:124,Major:Political Communication,Bachelors,Degree Type:Bachelors,Early Career Pay:59300,MidCareer Pay:125500
Rank:125,Major:Aeronautical Science,Bachelors,Degree Type:Bachelors,Early Career Pay:64900,MidCareer Pay:125300
Rank:125,Major:Control Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:80000,MidCareer Pay:125300
Rank:127,Major:Russian Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:57900,MidCareer Pay:125200
Rank:128,Major:Business Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:68600,MidCareer Pay:125100
Rank:129,Major:Civil & Environmental Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:75900,MidCareer Pay:124900
Rank:130,Major:Business Computer Information Systems (BCIS),Bachelors,Degree Type:Bachelors,Early Career Pay:76500,MidCareer Pay:124500
Rank:131,Major:Cybersecurity,Bachelors,Degree Type:Bachelors,Early Career Pay:74800,MidCareer Pay:124400
Rank:132,Major:Engineering Management,Bachelors,Degree Type:Bachelors,Early Career Pay:79400,MidCareer Pay:124200
Rank:132,Major:Information Systems (IS),Bachelors,Degree Type:Bachelors,Early Career Pay:75300,MidCareer Pay:124200
Rank:132,Major:Manufacturing Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:79800,MidCareer Pay:124200
Rank:132,Major:Real Estate,Bachelors,Degree Type:Bachelors,Early Career Pay:71400,MidCareer Pay:124200
Rank:136,Major:Building Construction Management,Bachelors,Degree Type:Bachelors,Early Career Pay:73600,MidCareer Pay:124100
Rank:137,Major:Plastics Engineering Technology,Bachelors,Degree Type:Bachelors,Early Career Pay:75000,MidCareer Pay:124000
Rank:138,Major:International Marketing,Bachelors,Degree Type:Bachelors,Early Career Pay:67500,MidCareer Pay:123700
Rank:139,Major:Aviation,Bachelors,Degree Type:Bachelors,Early Career Pay:67500,MidCareer Pay:123000
Rank:139,Major:Biosystems Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:74800,MidCareer Pay:123000
Rank:141,Major:Data Processing,Bachelors,Degree Type:Bachelors,Early Career Pay:75900,MidCareer Pay:122800
Rank:141,Major:Food Marketing,Bachelors,Degree Type:Bachelors,Early Career Pay:67100,MidCareer Pay:122800
Rank:143,Major:Computer Science & Information Technology,Bachelors,Degree Type:Bachelors,Early Career Pay:76300,MidCareer Pay:122500
Rank:144,Major:Agricultural Economics,Bachelors,Degree Type:Bachelors,Early Career Pay:62400,MidCareer Pay:122400
Rank:144,Major:Management & Finance,Bachelors,Degree Type:Bachelors,Early Career Pay:66100,MidCareer Pay:122400
Rank:144,Major:Strategic Management,Bachelors,Degree Type:Bachelors,Early Career Pay:76400,MidCareer Pay:122400
Rank:147,Major:Computer Management Information Systems (CMIS),Bachelors,Degree Type:Bachelors,Early Career Pay:65800,MidCareer Pay:122300
Rank:148,Major:Organic Chemistry,Bachelors,Degree Type:Bachelors,Early Career Pay:51400,MidCareer Pay:122200
Rank:149,Major:Finance,Bachelors,Degree Type:Bachelors,Early Career Pay:70800,MidCareer Pay:122000
Rank:150,Major:Financial Planning,Bachelors,Degree Type:Bachelors,Early Career Pay:63300,MidCareer Pay:121900
Rank:151,Major:Web Development,Bachelors,Degree Type:Bachelors,Early Career Pay:64600,MidCareer Pay:121700
Rank:152,Major:European Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:62700,MidCareer Pay:121600
Rank:153,Major:Construction Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:78300,MidCareer Pay:121300
Rank:154,Major:International Relations,Bachelors,Degree Type:Bachelors,Early Career Pay:62900,MidCareer Pay:121200
Rank:155,Major:Molecular Biology,Bachelors,Degree Type:Bachelors,Early Career Pay:64300,MidCareer Pay:121100
Rank:155,Major:International Business,Bachelors,Degree Type:Bachelors,Early Career Pay:65100,MidCareer Pay:121100
Rank:157,Major:Computer Information Systems (CIS),Bachelors,Degree Type:Bachelors,Early Career Pay:71700,MidCareer Pay:121000
Rank:158,Major:Information Security,Bachelors,Degree Type:Bachelors,Early Career Pay:76400,MidCareer Pay:120700
Rank:158,Major:Japanese Language,Bachelors,Degree Type:Bachelors,Early Career Pay:62100,MidCareer Pay:120700
Rank:160,Major:East Asian Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:60100,MidCareer Pay:120400
Rank:161,Major:Economics & Management,Bachelors,Degree Type:Bachelors,Early Career Pay:62800,MidCareer Pay:120100
Rank:162,Major:European History,Bachelors,Degree Type:Bachelors,Early Career Pay:62700,MidCareer Pay:120000
Rank:163,Major:Agricultural Engineering (AE),Bachelors,Degree Type:Bachelors,Early Career Pay:73500,MidCareer Pay:119900
Rank:164,Major:Architectural Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:76400,MidCareer Pay:119800
Rank:164,Major:Entrepreneurship & Leadership,Bachelors,Degree Type:Bachelors,Early Career Pay:67000,MidCareer Pay:119800
Rank:164,Major:Computing,Bachelors,Degree Type:Bachelors,Early Career Pay:73400,MidCareer Pay:119800
Rank:167,Major:Information Technology Management,Bachelors,Degree Type:Bachelors,Early Career Pay:74100,MidCareer Pay:119700
Rank:168,Major:Electrical Engineering Technology (EET),Bachelors,Degree Type:Bachelors,Early Career Pay:76100,MidCareer Pay:119600
Rank:169,Major:Chinese Language,Bachelors,Degree Type:Bachelors,Early Career Pay:62700,MidCareer Pay:119500
Rank:170,Major:Business Finance,Bachelors,Degree Type:Bachelors,Early Career Pay:67100,MidCareer Pay:119400
Rank:171,Major:Sales & Business Marketing,Bachelors,Degree Type:Bachelors,Early Career Pay:67000,MidCareer Pay:119300
Rank:172,Major:Safety Science,Bachelors,Degree Type:Bachelors,Early Career Pay:72600,MidCareer Pay:119200
Rank:173,Major:Corporate Finance,Bachelors,Degree Type:Bachelors,Early Career Pay:74500,MidCareer Pay:119100
Rank:174,Major:Industrial Distribution,Bachelors,Degree Type:Bachelors,Early Career Pay:73600,MidCareer Pay:118900
Rank:175,Major:Computer Engineering Technology (CET),Bachelors,Degree Type:Bachelors,Early Career Pay:72900,MidCareer Pay:118800
Rank:176,Major:Dairy Science,Bachelors,Degree Type:Bachelors,Early Career Pay:60100,MidCareer Pay:118300
Rank:177,Major:Japanese Studies,Bachelors,Degree Type:Bachelors,Early Career Pay:59700,MidCareer Pay:118100
Rank:178,Major:Network Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:71500,MidCareer Pay:118000
Rank:179,Major:Environmental Engineering,Bachelors,Degree Type:Bachelors,Early Career Pay:72600,MidCareer Pay:117700
Rank:180,Major:Accounting & Taxation,Bachelors,Degree Type:Bachelors,Early Career Pay:60000,MidCareer Pay:117500
Rank:181,Major:Robotics,Bachelors,Degree Type:Bachelors,Early Career Pay:91100,MidCareer Pay:117400
Rank:182,Major:Biotechnology,Bachelors,Degree Type:Bachelors,Early Career Pay:63000,MidCareer Pay:116900
Rank:183,Major:Accounting & Finance,Bachelors,Degree Type:Bachelors,Early Career Pay:69100,MidCareer Pay:116700
Rank:184,Major:Mechanical Engineering Technology (MET),Bachelors,Degree Type:Bachelors,Early Career Pay:74200,MidCareer Pay:116500
Rank:185,Major:Operations Management (OM),Bachelors,Degree Type:Bachelors,Early Career Pay:72100,MidCareer Pay:116200
Rank:186,Major:Food Science & Technology,Bachelors,Degree Type:Bachelors,Early Career Pay:61700,MidCareer Pay:116100
